Catalog / Data Sheet,Part No.,Status,Brand,Core Shape,Size (IEC62317) A x B x C,Dimm. A,Dimm. B,Dimm. C,Feature,Ferrite Material,Material Name,AL Value / (nH / N²),Core Loss / (W / set),Air Gap / mm,Initial Permeability μi,Saturation Magnetic Flux Density Bs / mT,Relative Loss Factor (Max.) (tanδ / μi) 10⁻⁶,Curie Temperature Tc(Min.) / °C
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G0640X127 (N27),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,For general purpose,Mn-Zn,N27,378 Nom.,,0.64,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G1000X127 (N27),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,For general purpose,Mn-Zn,N27,272 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G1500X127 (N27),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,For general purpose,Mn-Zn,N27,201 Nom.,,1.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G0000X127 (N27),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,For general purpose,Mn-Zn,N27,"4750 +30,-20%","4.4 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G0250X127 (N27),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,For general purpose,Mn-Zn,N27,1029 Nom.,,0.25,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G0500X127 (N27),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,For general purpose,Mn-Zn,N27,603 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G1000X127 (N27),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,For general purpose,Mn-Zn,N27,354 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_42_21_20.pdf,B66329G1500X127 (N27),Production,EPCOS,E(EE),E 42/21/20,42.0,21.2,20.0,For general purpose,Mn-Zn,N27,259 Nom.,,1.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G0000X127 (N27),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,For general purpose,Mn-Zn,N27,"5800 +30,-20%","8 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G0500X127 (N27),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,For general purpose,Mn-Zn,N27,843 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G1000X127 (N27),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,For general purpose,Mn-Zn,N27,496 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G1500X127 (N27),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,For general purpose,Mn-Zn,N27,364 Nom.,,1.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G2000X127 (N27),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,For general purpose,Mn-Zn,N27,292 Nom.,,2.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_25.pdf,B66344G0000X127 (N27),Production,EPCOS,E(Large),E 55/28/25,55.0,27.5,25.0,For general purpose,Mn-Zn,N27,"6800 +30,-20%","9.5 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_25.pdf,B66344G2500X127 (N27),Production,EPCOS,E(Large),E 55/28/25,55.0,27.5,25.0,For general purpose,Mn-Zn,N27,295 Nom.,,2.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_42_22_15.pdf,B66347G0000X127 (N27),Production,EPCOS,E(ER),ER 42/22/15,42.0,21.8,15.6,For general purpose,Mn-Zn,N27,"3200 +30,-20%","3.1 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_42_22_15.pdf,B66347G1000X127 (N27),Production,EPCOS,E(ER),ER 42/22/15,42.0,21.8,15.6,For general purpose,Mn-Zn,N27,257 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_35_20_11.pdf,B66350G0000X127 (N27),Production,EPCOS,E(ER),ER 35/20/11,35.0,20.7,11.3,For general purpose,Mn-Zn,N27,"2500 +30,-20%","1.95 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_35_20_11.pdf,B66350G0500X127 (N27),Production,EPCOS,E(ER),ER 35/20/11,35.0,20.7,11.3,For general purpose,Mn-Zn,N27,275 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_35_20_11.pdf,B66350G1000X127 (N27),Production,EPCOS,E(ER),ER 35/20/11,35.0,20.7,11.3,For general purpose,Mn-Zn,N27,170 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_35_20_11.pdf,B66350G1500X127 (N27),Production,EPCOS,E(ER),ER 35/20/11,35.0,20.7,11.3,For general purpose,Mn-Zn,N27,125 Nom.,,1.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_54_18_18.pdf,B66357G0000X127 (N27),Production,EPCOS,E(ER),ER 54/18/18,53.5,18.5,18.3,For general purpose,Mn-Zn,N27,"5600 +30,-20%","4.4 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_54_18_18.pdf,B66357G0500X127 (N27),Production,EPCOS,E(ER),ER 54/18/18,53.5,18.5,18.3,For general purpose,Mn-Zn,N27,620 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G0000X127 (N27),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,For general purpose,Mn-Zn,N27,"2000 +30,-20%","1.04 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G0100X127 (N27),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,For general purpose,Mn-Zn,N27,621 Nom.,,0.1,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G0200X127 (N27),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,For general purpose,Mn-Zn,N27,383 Nom.,,0.2,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G0500X127 (N27),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,For general purpose,Mn-Zn,N27,201 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_29_16_10.pdf,B66358G1000X127 (N27),Production,EPCOS,E(ETD),ETD 29/16/10,30.6,16.0,9.8,For general purpose,Mn-Zn,N27,124 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G0000X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,"2400 +30,-20%","1.48 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G0100X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,790 Nom.,,0.1,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G0200X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,482 Nom.,,0.2,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G0500X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,251 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G1000X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,153 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_34_17_11.pdf,B66361G2500X127 (N27),Production,EPCOS,E(ETD),ETD 34/17/11,34.0,17.5,11.1,For general purpose,Mn-Zn,N27,80 Nom.,,2.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G0000X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,"2550 +30,-20%","2.22 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G0100X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,1062 Nom.,,0.1,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G0200X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,639 Nom.,,0.2,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G0500X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,326 Nom.,,0.5,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G1000X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,196 Nom.,,1.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_39_20_13.pdf,B66363G2000X127 (N27),Production,EPCOS,E(ETD),ETD 39/20/13,38.9,20.0,12.8,For general purpose,Mn-Zn,N27,115 Nom.,,2.0,2000,410 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_44_22_15.pdf,B66365G0000X127 (N27),Production,EPCOS,E(ETD),ETD 44/22/15,43.8,22.5,15.2,For general purpose,Mn-Zn,N27,"3300 +30,-20%","3.48 (200mT, 25kHz, 100°C)",0.0,2000,410 (100°C),,220
