Catalog / Data Sheet,Part No.,Status,Brand,Core Shape,Size (IEC62317) A x B x C,Dimm. A,Dimm. B,Dimm. C,Feature,Ferrite Material,Material Name,AL Value / (nH / N²),Core Loss / (W / set),Air Gap / mm,Initial Permeability μi,Saturation Magnetic Flux Density Bs / mT,Relative Loss Factor (Max.) (tanδ / μi) 10⁻⁶,Curie Temperature Tc(Min.) / °C
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_20_9_6.pdf,B66312G0000X130 (N30),Production,EPCOS,E(EE),E 20/9/6,20.4,9.35,5.9,EMI,Mn-Zn,N30,"2200 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_21_9_5.pdf,B66314G0000X130 (N30),Production,EPCOS,E(EE),E 21/9/5,21.1,8.7,5.0,EMI,Mn-Zn,N30,"1500 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_25_4_10_7.pdf,B66315G0000X130 (N30),Production,EPCOS,E(EE),E 25.4/10/7,25.4,9.78,6.5,EMI,Mn-Zn,N30,"2700 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_25_13_7.pdf,B66317G0000X130 (N30),Production,EPCOS,E(EE),E 25/13/7,25.0,12.8,7.5,EMI,Mn-Zn,N30,"2900 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_30_15_7.pdf,B66319G0000X130 (N30),Production,EPCOS,E(EE),E 30/15/7,30.0,15.2,7.3,EMI,Mn-Zn,N30,"3100 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G0000X130 (N30),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,EMI,Mn-Zn,N30,"7500 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_19_8_5.pdf,B66379G0000X130 (N30),Production,EPCOS,E(EE),E 19/8/5,19.0,8.0,4.8,EMI,Mn-Zn,N30,"1700 +30,-20%",,0.0,4300,240 (100°C),,130
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_14_8_4.pdf,B66219G0000X141 (N41),Production,EPCOS,E(EE),E 14/8/4,14.3,7.8,4.3,For general purpose,Mn-Zn,N41,"1050 +30,-20%","0.5 (200mT, 25kHz, 100°C)",0.0,2800,390 (100°C),,220
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_10_0_6_00_4_00.pdf,B64290L0038X049 (N49),Production,EPCOS,Toroid(Toroid),R 10/6/4,10.0,6.0,4.0,Low Loss,Mn-Zn,N49,610 ±25%,"0.036 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_12_5_7_50_5_00.pdf,B64290L0044X049 (N49),Production,EPCOS,Toroid(Toroid),R 12.5/7.5/5,12.5,7.5,5.0,Low Loss,Mn-Zn,N49,660 ±25%,"0.072 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_16_0_9_60_6_30.pdf,B64290L0045X049 (N49),Production,EPCOS,Toroid(Toroid),R 16/9.6/6.3,16.0,9.6,6.3,For general purpose,Mn-Zn,N49,970 ±25%,,0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_36_0_23_0_15_0.pdf,B64290L0674X049 (N49),Production,EPCOS,Toroid(Toroid),R 36/23/15,36.0,23.0,15.0,For general purpose,Mn-Zn,N49,1900 ±25%,"1.4 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_7_90.pdf,B64290L0719X049 (N49),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/7.9,22.1,13.7,7.9,Low Loss,Mn-Zn,N49,1130 ±25%,"0.3 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_6_30_3_80_2_50.pdf,B64290P0037X049 (N49),Production,EPCOS,Toroid(Toroid),R 6.3/3.8/2.5,6.3,3.8,2.5,For general purpose,Mn-Zn,N49,330 ±25%,,0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_14_5_6.pdf,B65513J0000R049 (N49),Production,EPCOS,E(ER),ER 14.5/6,14.5,5.9,6.7,Low Loss,Mn-Zn,N49,"1100 +30,-20%",,0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0040J049 (N49),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For general purpose,Mn-Zn,N49,40 ±5%,,0.27,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0000R049 (N49),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,Low Loss,Mn-Zn,N49,"900 +30,-20%",,0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_8_8.pdf,B66302G0000X149 (N49),Production,EPCOS,E(EE),E 8.8,9.0,4.1,2.0,For general purpose,Mn-Zn,N49,"400 +30,-20%","0.065 (100mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/efd_10_5_3.pdf,B66411G0000X149 (N49),Production,EPCOS,E(EFD),EFD 10/5/3,10.5,5.2,2.7,Low Loss,Mn-Zn,N49,"370 +30,-20%","0.032 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413G0000X149 (N49),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N49,"600 +30,-20%","0.11 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417G0000X149 (N49),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,Low Loss,Mn-Zn,N49,"910 +30,-20%","0.29 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_18_3_10.pdf,B66480G0000X149 (N49),Production,EPCOS,E(ER),ER 18/3/10,18.0,3.15,9.7,Low Loss,Mn-Zn,N49,1800 ±25%,"0.1 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_23_5_13.pdf,B66482G0000X149 (N49),Production,EPCOS,E(ER),ER 23/5/13,23.2,5.1,12.5,Low Loss,Mn-Zn,N49,2200 ±25%,"0.25 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484G0000X149 (N49),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,Low Loss,Mn-Zn,N49,3000 ±25%,"0.34 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_32_5_21.pdf,B66501G0000X149 (N49),Production,EPCOS,E(ER),ER 32/5/21,29.7,5.1,21.0,Low Loss,Mn-Zn,N49,3800 ±25%,"0.59 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_34_14_9.pdf,B66370G0000X172 (N72),Production,EPCOS,E(EE),E 34/14/9,34.6,14.65,9.7,For general purpose,Mn-Zn,N72,"2700 +30,-20%","0.6 (200mT, 25kHz, 100°C)",0.0,2500,370 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_40_16_12.pdf,B66381G0000X172 (N72),Production,EPCOS,E(EE),E 40/16/12,40.6,16.5,12.5,For general purpose,Mn-Zn,N72,"4600 +30,-20%","1.12 (200mT, 25kHz, 100°C)",0.0,2000,370 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_28_17_11.pdf,B66433G0000X172 (N72),Production,EPCOS,E(ER),ER 28/17/11,28.55,16.9,11.4,For general purpose,Mn-Zn,N72,"2700 +30,-20%","0.8 (200mT, 25kHz, 100°C)",0.0,2000,370 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_41_8_26_2_12_5.pdf,B64290L0022X087 (N87),Production,EPCOS,Toroid(Toroid),R 41.8/26.2/12.5,41.8,26.2,12.5,For general purpose,Mn-Zn,N87,2560 ±25%,"6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_10_0_6_00_4_00.pdf,B64290L0038X087 (N87),Production,EPCOS,Toroid(Toroid),R 10/6/4,10.0,6.0,4.0,For general purpose,Mn-Zn,N87,900 ±25%,"0.1 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_58_3_40_8_17_6.pdf,B64290L0040X087 (N87),Production,EPCOS,Toroid(Toroid),R 58.3/40.8/17.6,58.3,40.8,17.6,For general purpose,Mn-Zn,N87,2760 ±25%,"14.5 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_58_3_40_8_20_2.pdf,B64290L0042X087 (N87),Production,EPCOS,Toroid(Toroid),R 58.3/40.8/20.2,58.3,40.8,20.2,For general purpose,Mn-Zn,N87,3200 ±25%,"16.6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_58_3_32_0_18_0.pdf,B64290L0043X087 (N87),Production,EPCOS,Toroid(Toroid),R 58.3/32/18,58.3,32.0,18.0,For general purpose,Mn-Zn,N87,4800 ±25%,"19 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_12_5_7_50_5_00.pdf,B64290L0044X087 (N87),Production,EPCOS,Toroid(Toroid),R 12.5/7.5/5,12.5,7.5,5.0,For general purpose,Mn-Zn,N87,1120 ±25%,"0.23 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_16_0_9_60_6_30.pdf,B64290L0045X087 (N87),Production,EPCOS,Toroid(Toroid),R 16/9.6/6.3,16.0,9.6,6.3,For general purpose,Mn-Zn,N87,1420 ±25%,"0.45 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_34_0_20_5_12_5.pdf,B64290L0048X087 (N87),Production,EPCOS,Toroid(Toroid),R 34/20.5/12.5,34.0,20.5,12.5,For general purpose,Mn-Zn,N87,2790 ±25%,"4.2 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_34_0_20_5_10_0.pdf,B64290L0058X087 (N87),Production,EPCOS,Toroid(Toroid),R 34/20.5/10,34.0,20.5,10.0,For general purpose,Mn-Zn,N87,2230 ±25%,"3.4 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_9_53_4_75_3_17.pdf,B64290L0062X087 (N87),Production,EPCOS,Toroid(Toroid),R 9.53/4.75/3.17,9.53,4.75,3.17,For general purpose,Mn-Zn,N87,970 ±25%,,0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_50_0_30_0_20_0.pdf,B64290L0082X087 (N87),Production,EPCOS,Toroid(Toroid),R 50/30/20,50.0,30.0,20.0,For general purpose,Mn-Zn,N87,4460 ±25%,"14.2 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_102_65_8_15_0.pdf,B64290L0084X087 (N87),Production,EPCOS,Toroid(Toroid),R 102/65.8/15,102.0,65.8,15.0,For general purpose,Mn-Zn,N87,2880 ±25%,"7.8 (100mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_25_3_14_8_15_0.pdf,B64290L0615X087 (N87),Production,EPCOS,Toroid(Toroid),R 25.3/14.8/15,25.3,14.8,15.0,For general purpose,Mn-Zn,N87,3500 ±30%,"3 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_25_3_14_8_20_0.pdf,B64290L0616X087 (N87),Production,EPCOS,Toroid(Toroid),R 25.3/14.8/20,25.3,14.8,20.0,For general purpose,Mn-Zn,N87,4680 ±25%,"4.1 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_25_3_14_8_10_0.pdf,B64290L0618X087 (N87),Production,EPCOS,Toroid(Toroid),R 25.3/14.8/10,25.3,14.8,10.0,For general purpose,Mn-Zn,N87,2360 ±25%,"2 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_15_0_10_4_5_30.pdf,B64290L0623X087 (N87),Production,EPCOS,Toroid(Toroid),R 15/10.4/5.3,15.0,10.4,5.3,For general purpose,Mn-Zn,N87,850 ±25%,"0.3 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_6_14_7_9_20.pdf,B64290L0626X087 (N87),Production,EPCOS,Toroid(Toroid),R 22.6/14.7/9.2,22.6,14.7,9.2,For general purpose,Mn-Zn,N87,1740 ±25%,"1.25 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_20_0_10_0_10_0.pdf,B64290L0631X087 (N87),Production,EPCOS,Toroid(Toroid),R 20/10/10,20.0,10.0,10.0,For general purpose,Mn-Zn,N87,3000 ±25%,"1.3 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_6_35.pdf,B64290L0638X087 (N87),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/6.35,22.1,13.7,6.35,For general purpose,Mn-Zn,N87,1340 ±25%,"0.85 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_13_3_8_30_5_00.pdf,B64290L0644X087 (N87),Production,EPCOS,Toroid(Toroid),R 13.3/8.3/5,13.3,8.3,5.0,For general purpose,Mn-Zn,N87,1040 ±25%,"0.24 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_29_5_19_0_14_9.pdf,B64290L0647X087 (N87),Production,EPCOS,Toroid(Toroid),R 29.5/19/14.9,29.5,19.0,14.9,For general purpose,Mn-Zn,N87,2880 ±25%,"2.95 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_12_5.pdf,B64290L0651X087 (N87),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/12.5,22.1,13.7,12.5,For general purpose,Mn-Zn,N87,2630 ±25%,"1.75 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_17_0_10_7_6_80.pdf,B64290L0652X087 (N87),Production,EPCOS,Toroid(Toroid),R 17/10.7/6.8,17.0,10.7,6.8,For general purpose,Mn-Zn,N87,1390 ±25%,"0.55 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_30_5_20_0_12_5.pdf,B64290L0657X087 (N87),Production,EPCOS,Toroid(Toroid),R 30.5/20/12.5,30.5,20.0,12.5,For general purpose,Mn-Zn,N87,2320 ±25%,"2.65 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_14_0_9_00_5_00.pdf,B64290L0658X087 (N87),Production,EPCOS,Toroid(Toroid),R 14/9/5,14.0,9.0,5.0,For general purpose,Mn-Zn,N87,970 ±25%,"0.25 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_40_0_24_0_16_0.pdf,B64290L0659X087 (N87),Production,EPCOS,Toroid(Toroid),R 40/24/16,40.0,24.0,16.0,For general purpose,Mn-Zn,N87,3590 ±25%,"7.6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_38_1_19_05_12_7.pdf,B64290L0668X087 (N87),Production,EPCOS,Toroid(Toroid),R 38.1/19.05/12.7,38.1,19.05,12.7,For general purpose,Mn-Zn,N87,3870 ±25%,"6.5 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_36_0_23_0_15_0.pdf,B64290L0674X087 (N87),Production,EPCOS,Toroid(Toroid),R 36/23/15,36.0,23.0,15.0,For general purpose,Mn-Zn,N87,2940 ±25%,"5.4 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_68_0_48_0_13_0.pdf,B64290L0696X087 (N87),Production,EPCOS,Toroid(Toroid),R 68/48/13,68.0,48.0,13.0,For general purpose,Mn-Zn,N87,1990 ±25%,"13 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_18_4_5_90_5_90.pdf,B64290L0697X087 (N87),Production,EPCOS,Toroid(Toroid),R 18.4/5.9/5.9,18.4,5.9,5.9,For general purpose,Mn-Zn,N87,2950 ±25%,"0.82 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_63_0_38_0_25_0.pdf,B64290L0699X087 (N87),Production,EPCOS,Toroid(Toroid),R 63/38/25,63.0,38.0,25.0,For general purpose,Mn-Zn,N87,5000 ±25%,"5.2 (100mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_140_103_25_0.pdf,B64290L0705X087 (N87),Production,EPCOS,Toroid(Toroid),R 140/103/25,140.0,103.0,25.0,For general purpose,Mn-Zn,N87,3400 ±25%,"20 (100mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_20_0_10_0_15_0.pdf,B64290L0710X087 (N87),Production,EPCOS,Toroid(Toroid),R 20/10/15,20.0,10.0,15.0,For general purpose,Mn-Zn,N87,4500 ±25%,"2 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_7_90.pdf,B64290L0719X087 (N87),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/7.9,22.1,13.7,7.9,For general purpose,Mn-Zn,N87,1660 ±25%,"1.05 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_87_0_54_3_13_5.pdf,B64290L0730X087 (N87),Production,EPCOS,Toroid(Toroid),R 87/54.3/13.5,87.0,54.3,13.5,For general purpose,Mn-Zn,N87,2790 ±25%,"5 (100mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_12_5_7_90_6_35.pdf,B64290L0742X087 (N87),Production,EPCOS,Toroid(Toroid),R 12.7/7.9/6.35,12.7,7.9,6.35,For general purpose,Mn-Zn,N87,1330 ±25%,"0.3 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_15_8_8_90_4_70.pdf,B64290L0743X087 (N87),Production,EPCOS,Toroid(Toroid),R 15.8/8.9/4.7,15.8,8.9,4.7,For general purpose,Mn-Zn,N87,1190 ±25%,"0.37 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_6_30_3_80_2_50.pdf,B64290P0037X087 (N87),Production,EPCOS,Toroid(Toroid),R 6.3/3.8/2.5,6.3,3.8,2.5,For general purpose,Mn-Zn,N87,560 ±25%,,0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_8_00_4_00_4_00.pdf,B64290P0751X087 (N87),Production,EPCOS,Toroid(Toroid),R 8/4/4,8.0,4.0,4.0,For general purpose,Mn-Zn,N87,1200 ±25%,"0.084 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_14_5_6.pdf,B65513J0000R087 (N87),Production,EPCOS,E(ER),ER 14.5/6,14.5,5.9,6.7,For general purpose,Mn-Zn,N87,"1500 +30,-20%",,0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_14_5_6.pdf,B65513J0100A087 (N87),Production,EPCOS,E(ER),ER 14.5/6,14.5,5.9,6.7,For general purpose,Mn-Zn,N87,100 ±3%,,0.21,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0000R087 (N87),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For general purpose,Mn-Zn,N87,"800 +30,-20%",,0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0100J087 (N87),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For general purpose,Mn-Zn,N87,100 ±5%,,0.14,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0400K087 (N87),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For general purpose,Mn-Zn,N87,400 ±10%,,0.02,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0000R087 (N87),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,For general purpose,Mn-Zn,N87,"1200 +30,-20%",,0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0100A087 (N87),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,For general purpose,Mn-Zn,N87,100 ±3%,,0.14,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0160A087 (N87),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,For general purpose,Mn-Zn,N87,160 ±3%,,0.08,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_160_80_40.pdf,B66008G0000X187 (N87),Production,EPCOS,E(Large),E 160/80/40,160.0,80.0,40.0,For general purpose,Mn-Zn,N87,"10700 +30,-20%","12.5 (100mT, 25kHz, 100°C)",0.0,2200,390 (100°C),,210
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_140_68_40.pdf,B66029G0000X187 (N87),Production,EPCOS,E(Large),E 140/68/40,140.0,68.0,40.0,For general purpose,Mn-Zn,N87,"12200 +30,-20%","10 (100mT, 25kHz, 100°C)",0.0,2200,390 (100°C),,210
