Catalog / Data Sheet,Part No.,Status,Brand,Core Shape,Size (IEC62317) A x B x C,Dimm. A,Dimm. B,Dimm. C,Feature,Ferrite Material,Material Name,AL Value / (nH / N²),Core Loss / (W / set),Air Gap / mm,Initial Permeability μi,Saturation Magnetic Flux Density Bs / mT,Relative Loss Factor (Max.) (tanδ / μi) 10⁻⁶,Curie Temperature Tc(Min.) / °C,material_name,core_shape,A_L_clean,A_L_H_per_turn2,B_s_clean,B_s_T,gap_clean,gap_m,mu_i,Sigma_l_over_A_mm_inv,le_m,Ae_m2,Ve_m3
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_13_3_8_30_5_00.pdf,B64290L0644X830 (N30),Production,EPCOS,Toroid(Toroid),R 13.3/8.3/5,13.3,8.3,5.0,EMI,Mn-Zn,N30,2030 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),2030,2.03e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_29_5_19_0_14_9.pdf,B64290L0647X830 (N30),Production,EPCOS,Toroid(Toroid),R 29.5/19/14.9,29.5,19.0,14.9,EMI,Mn-Zn,N30,5630 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),5630,5.63e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_12_5.pdf,B64290L0651X830 (N30),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/12.5,22.1,13.7,12.5,EMI,Mn-Zn,N30,5140 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),5140,5.14e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_17_0_10_7_6_80.pdf,B64290L0652X830 (N30),Production,EPCOS,Toroid(Toroid),R 17/10.7/6.8,17.0,10.7,6.8,EMI,Mn-Zn,N30,2710 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),2710,2.7100000000000003e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_30_5_20_0_12_5.pdf,B64290L0657X830 (N30),Production,EPCOS,Toroid(Toroid),R 30.5/20/12.5,30.5,20.0,12.5,EMI,Mn-Zn,N30,4540 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),4540,4.540000000000001e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_14_0_9_00_5_00.pdf,B64290L0658X830 (N30),Production,EPCOS,Toroid(Toroid),R 14/9/5,14.0,9.0,5.0,EMI,Mn-Zn,N30,1900 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),1900,1.9e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_40_0_24_0_16_0.pdf,B64290L0659X830 (N30),Production,EPCOS,Toroid(Toroid),R 40/24/16,40.0,24.0,16.0,EMI,Mn-Zn,N30,7000 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),7000,7.000000000000001e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_38_1_19_05_12_7.pdf,B64290L0668X830 (N30),Production,EPCOS,Toroid(Toroid),R 38.1/19.05/12.7,38.1,19.05,12.7,EMI,Mn-Zn,N30,7570 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),7570,7.57e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_36_0_23_0_15_0.pdf,B64290L0674X830 (N30),Production,EPCOS,Toroid(Toroid),R 36/23/15,36.0,23.0,15.0,EMI,Mn-Zn,N30,5750 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),5750,5.75e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_68_0_48_0_13_0.pdf,B64290L0696X830 (N30),Production,EPCOS,Toroid(Toroid),R 68/48/13,68.0,48.0,13.0,EMI,Mn-Zn,N30,3890 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),3890,3.89e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_18_4_5_90_5_90.pdf,B64290L0697X830 (N30),Production,EPCOS,Toroid(Toroid),R 18.4/5.9/5.9,18.4,5.9,5.9,EMI,Mn-Zn,N30,5770 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),5770,5.770000000000001e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_63_0_38_0_25_0.pdf,B64290L0699X830 (N30),Production,EPCOS,Toroid(Toroid),R 63/38/25,63.0,38.0,25.0,EMI,Mn-Zn,N30,10800 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),10800,1.08e-05,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_140_103_25_0.pdf,B64290L0705X830 (N30),Production,EPCOS,Toroid(Toroid),R 140/103/25,140.0,103.0,25.0,EMI,Mn-Zn,N30,6200 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),6200,6.200000000000001e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_20_0_10_0_15_0.pdf,B64290L0710X830 (N30),Production,EPCOS,Toroid(Toroid),R 20/10/15,20.0,10.0,15.0,EMI,Mn-Zn,N30,8550 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),8550,8.550000000000001e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_7_90.pdf,B64290L0719X830 (N30),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/7.9,22.1,13.7,7.9,EMI,Mn-Zn,N30,3250 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),3250,3.2500000000000002e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_87_0_54_3_13_5.pdf,B64290L0730X830 (N30),Production,EPCOS,Toroid(Toroid),R 87/54.3/13.5,87.0,54.3,13.5,EMI,Mn-Zn,N30,5400 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),5400,5.4e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_12_5_7_90_6_35.pdf,B64290L0742X830 (N30),Production,EPCOS,Toroid(Toroid),R 12.7/7.9/6.35,12.7,7.9,6.35,EMI,Mn-Zn,N30,2600 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),2600,2.6e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_15_8_8_90_4_70.pdf,B64290L0743X830 (N30),Production,EPCOS,Toroid(Toroid),R 15.8/8.9/4.7,15.8,8.9,4.7,EMI,Mn-Zn,N30,2320 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),2320,2.3200000000000002e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_10_0_6_00_7_00.pdf,B64290L0783X830 (N30),Production,EPCOS,Toroid(Toroid),R 10/6/7,10.0,6.0,7.0,EMI,Mn-Zn,N30,3070 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),3070,3.0700000000000003e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_2_50_1_50_1_00.pdf,B64290P0035X830 (N30),Production,EPCOS,Toroid(Toroid),R 2.5/1.5/1,2.5,1.5,1.0,EMI,Mn-Zn,N30,440 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),440,4.4e-07,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_4_00_2_40_1_60.pdf,B64290P0036X830 (N30),Production,EPCOS,Toroid(Toroid),R 4/2.4/1.6,4.0,2.4,1.6,EMI,Mn-Zn,N30,700 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),700,7.000000000000001e-07,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_6_30_3_80_2_50.pdf,B64290P0037X830 (N30),Production,EPCOS,Toroid(Toroid),R 6.3/3.8/2.5,6.3,3.8,2.5,EMI,Mn-Zn,N30,1090 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),1090,1.0900000000000002e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_5_84_3_05_1_52.pdf,B64290P0056X830 (N30),Production,EPCOS,Toroid(Toroid),R 5.84/3.05/1.52,5.84,3.05,1.52,EMI,Mn-Zn,N30,850 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),850,8.5e-07,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_5_84_3_05_3_00.pdf,B64290P0687X830 (N30),Production,EPCOS,Toroid(Toroid),R 5.84/3.05/3,5.84,3.05,3.0,EMI,Mn-Zn,N30,1680 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),1680,1.68e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_4_00_2_40_1_80.pdf,B64290P0692X830 (N30),Production,EPCOS,Toroid(Toroid),R 4/2.4/1.8,4.0,2.4,1.8,EMI,Mn-Zn,N30,790 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),790,7.900000000000001e-07,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_8_00_4_00_4_00.pdf,B64290P0751X830 (N30),Production,EPCOS,Toroid(Toroid),R 8/4/4,8.0,4.0,4.0,EMI,Mn-Zn,N30,2400 ±25%,,0.0,4300,240 (100°C),,130,N30,Toroid(Toroid),2400,2.4000000000000003e-06,240,0.24,0.0,0.0,4300,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_14_8_4.pdf,B66219G0000X130 (N30),Production,EPCOS,E(EE),E 14/8/4,14.3,7.8,4.3,EMI,Mn-Zn,N30,"1250 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1250,1.25e-06,240,0.24,0.0,0.0,4300,,0.0339,1.55e-05,5.250000000000001e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_32_16_9.pdf,B66229G0000X130 (N30),Production,EPCOS,E(EE),E 32/16/9,32.0,16.4,9.5,EMI,Mn-Zn,N30,"3800 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),3800,3.8e-06,240,0.24,0.0,0.0,4300,,0.074,8.3e-05,6.1400000000000005e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_6_3.pdf,B66300G0000X130 (N30),Production,EPCOS,E(EE),E 6.3,6.3,2.9,2.0,EMI,Mn-Zn,N30,"700 +40,-30%",,0.0,4300,240 (100°C),,130,N30,E(EE),700,7.000000000000001e-07,240,0.24,0.0,0.0,4300,,0.012199999999999999,3.2999999999999997e-06,4.03e-08
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_8_8.pdf,B66302G0000X130 (N30),Production,EPCOS,E(EE),E 8.8,9.0,4.1,2.0,EMI,Mn-Zn,N30,"1000 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1000,1.0000000000000002e-06,240,0.24,0.0,0.0,4300,,0.0155,4.9999999999999996e-06,7.800000000000001e-08
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_13_7_4.pdf,B66305G0000X130 (N30),Production,EPCOS,E(EE),E 13/7/4,12.6,6.5,3.7,EMI,Mn-Zn,N30,"1000 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1000,1.0000000000000002e-06,240,0.24,0.0,0.0,4300,,0.0296,1.24e-05,3.6700000000000004e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_16_8_5.pdf,B66307G0000X130 (N30),Production,EPCOS,E(EE),E 16/8/5,16.0,8.2,4.7,EMI,Mn-Zn,N30,"1400 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1400,1.4000000000000001e-06,240,0.24,0.0,0.0,4300,,0.0376,2.01e-05,7.56e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_20_10_6.pdf,B66311G0000X130 (N30),Production,EPCOS,E(EE),E 20/10/6,20.4,10.1,5.9,EMI,Mn-Zn,N30,"2150 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),2150,2.15e-06,240,0.24,0.0,0.0,4300,,0.0463,3.21e-05,1.4900000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_20_9_6.pdf,B66312G0000X130 (N30),Production,EPCOS,E(EE),E 20/9/6,20.4,9.35,5.9,EMI,Mn-Zn,N30,"2200 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),2200,2.2e-06,240,0.24,0.0,0.0,4300,,0.0429,3.21e-05,1.3800000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_21_9_5.pdf,B66314G0000X130 (N30),Production,EPCOS,E(EE),E 21/9/5,21.1,8.7,5.0,EMI,Mn-Zn,N30,"1500 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1500,1.5e-06,240,0.24,0.0,0.0,4300,,0.0434,2.16e-05,9.370000000000001e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_25_4_10_7.pdf,B66315G0000X130 (N30),Production,EPCOS,E(EE),E 25.4/10/7,25.4,9.78,6.5,EMI,Mn-Zn,N30,"2700 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),2700,2.7e-06,240,0.24,0.0,0.0,4300,,0.0492,3.8799999999999994e-05,1.91e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_25_13_7.pdf,B66317G0000X130 (N30),Production,EPCOS,E(EE),E 25/13/7,25.0,12.8,7.5,EMI,Mn-Zn,N30,"2900 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),2900,2.9e-06,240,0.24,0.0,0.0,4300,,0.0575,5.2499999999999995e-05,3.0200000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_30_15_7.pdf,B66319G0000X130 (N30),Production,EPCOS,E(EE),E 30/15/7,30.0,15.2,7.3,EMI,Mn-Zn,N30,"3100 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),3100,3.1000000000000004e-06,240,0.24,0.0,0.0,4300,,0.067,5.9999999999999995e-05,4.000000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_42_21_15.pdf,B66325G0000X130 (N30),Production,EPCOS,E(EE),E 42/21/15,42.0,21.2,15.2,EMI,Mn-Zn,N30,"7500 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),7500,7.5e-06,240,0.24,0.0,0.0,4300,,0.097,0.000178,1.73e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_19_8_5.pdf,B66379G0000X130 (N30),Production,EPCOS,E(EE),E 19/8/5,19.0,8.0,4.8,EMI,Mn-Zn,N30,"1700 +30,-20%",,0.0,4300,240 (100°C),,130,N30,E(EE),1700,1.7e-06,240,0.24,0.0,0.0,4300,,0.0396,2.2499999999999998e-05,8.91e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_14_8_4.pdf,B66219G0000X141 (N41),Production,EPCOS,E(EE),E 14/8/4,14.3,7.8,4.3,For general purpose,Mn-Zn,N41,"1050 +30,-20%","0.5 (200mT, 25kHz, 100°C)",0.0,2800,390 (100°C),,220,N41,E(EE),1050,1.0500000000000001e-06,390,0.39,0.0,0.0,2800,,0.0339,1.55e-05,5.250000000000001e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_10_0_6_00_4_00.pdf,B64290L0038X049 (N49),Production,EPCOS,Toroid(Toroid),R 10/6/4,10.0,6.0,4.0,Low Loss,Mn-Zn,N49,610 ±25%,"0.036 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),610,6.100000000000001e-07,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_12_5_7_50_5_00.pdf,B64290L0044X049 (N49),Production,EPCOS,Toroid(Toroid),R 12.5/7.5/5,12.5,7.5,5.0,Low Loss,Mn-Zn,N49,660 ±25%,"0.072 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),660,6.6e-07,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_16_0_9_60_6_30.pdf,B64290L0045X049 (N49),Production,EPCOS,Toroid(Toroid),R 16/9.6/6.3,16.0,9.6,6.3,For general purpose,Mn-Zn,N49,970 ±25%,,0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),970,9.7e-07,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_36_0_23_0_15_0.pdf,B64290L0674X049 (N49),Production,EPCOS,Toroid(Toroid),R 36/23/15,36.0,23.0,15.0,For general purpose,Mn-Zn,N49,1900 ±25%,"1.4 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),1900,1.9e-06,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_22_1_13_7_7_90.pdf,B64290L0719X049 (N49),Production,EPCOS,Toroid(Toroid),R 22.1/13.7/7.9,22.1,13.7,7.9,Low Loss,Mn-Zn,N49,1130 ±25%,"0.3 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),1130,1.13e-06,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_6_30_3_80_2_50.pdf,B64290P0037X049 (N49),Production,EPCOS,Toroid(Toroid),R 6.3/3.8/2.5,6.3,3.8,2.5,For general purpose,Mn-Zn,N49,330 ±25%,,0.0,1500,400 (100°C),,240,N49,Toroid(Toroid),330,3.3e-07,400,0.4,0.0,0.0,1500,,,,
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_14_5_6.pdf,B65513J0000R049 (N49),Production,EPCOS,E(ER),ER 14.5/6,14.5,5.9,6.7,Low Loss,Mn-Zn,N49,"1100 +30,-20%",,0.0,1500,400 (100°C),,240,N49,E(ER),1100,1.1e-06,400,0.4,0.0,0.0,1500,,0.019,1.76e-05,3.34e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_9_5_5.pdf,B65523J0040J049 (N49),Production,EPCOS,E(ER),ER 9.5/5,9.5,5.0,5.0,For general purpose,Mn-Zn,N49,40 ±5%,,0.27,1500,400 (100°C),,240,N49,E(ER),40,4e-08,400,0.4,0.27,0.00027,1500,,0.0136,8.81e-06,1.2000000000000002e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/er_11_5.pdf,B65525J0000R049 (N49),Production,EPCOS,E(ER),ER 11/5,11.0,5.0,6.0,Low Loss,Mn-Zn,N49,"900 +30,-20%",,0.0,1500,400 (100°C),,240,N49,E(ER),900,9.000000000000001e-07,400,0.4,0.0,0.0,1500,,0.0141,1.24e-05,1.7400000000000002e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/e_8_8.pdf,B66302G0000X149 (N49),Production,EPCOS,E(EE),E 8.8,9.0,4.1,2.0,For general purpose,Mn-Zn,N49,"400 +30,-20%","0.065 (100mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(EE),400,4.0000000000000003e-07,400,0.4,0.0,0.0,1500,,0.0155,4.9999999999999996e-06,7.800000000000001e-08
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/efd_10_5_3.pdf,B66411G0000X149 (N49),Production,EPCOS,E(EFD),EFD 10/5/3,10.5,5.2,2.7,Low Loss,Mn-Zn,N49,"370 +30,-20%","0.032 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(EFD),370,3.7e-07,400,0.4,0.0,0.0,1500,,0.023100000000000002,7.2e-06,1.66e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413G0000X149 (N49),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,Low Loss,Mn-Zn,N49,"600 +30,-20%","0.11 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(EFD),600,6.000000000000001e-07,400,0.4,0.0,0.0,1500,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417G0000X149 (N49),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,Low Loss,Mn-Zn,N49,"910 +30,-20%","0.29 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(EFD),910,9.100000000000001e-07,400,0.4,0.0,0.0,1500,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_18_3_10.pdf,B66480G0000X149 (N49),Production,EPCOS,E(ER),ER 18/3/10,18.0,3.15,9.7,Low Loss,Mn-Zn,N49,1800 ±25%,"0.1 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(ER),1800,1.8000000000000001e-06,400,0.4,0.0,0.0,1500,,0.0221,3.02e-05,6.67e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_23_5_13.pdf,B66482G0000X149 (N49),Production,EPCOS,E(ER),ER 23/5/13,23.2,5.1,12.5,Low Loss,Mn-Zn,N49,2200 ±25%,"0.25 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(ER),2200,2.2e-06,400,0.4,0.0,0.0,1500,,0.032600000000000004,5.0299999999999996e-05,1.6400000000000002e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484G0000X149 (N49),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,Low Loss,Mn-Zn,N49,3000 ±25%,"0.34 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(ER),3000,3e-06,400,0.4,0.0,0.0,1500,,0.034,6.890000000000001e-05,2.3430000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_32_5_21.pdf,B66501G0000X149 (N49),Production,EPCOS,E(ER),ER 32/5/21,29.7,5.1,21.0,Low Loss,Mn-Zn,N49,3800 ±25%,"0.59 (50mT, 500kHz, 100°C)",0.0,1500,400 (100°C),,240,N49,E(ER),3800,3.8e-06,400,0.4,0.0,0.0,1500,,0.0383,0.00010049999999999999,3.847000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_34_14_9.pdf,B66370G0000X172 (N72),Production,EPCOS,E(EE),E 34/14/9,34.6,14.65,9.7,For general purpose,Mn-Zn,N72,"2700 +30,-20%","0.6 (200mT, 25kHz, 100°C)",0.0,2500,370 (100°C),,210,N72,E(EE),2700,2.7e-06,370,0.37,0.0,0.0,2500,,0.0696,8.479999999999999e-05,5.9e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_40_16_12.pdf,B66381G0000X172 (N72),Production,EPCOS,E(EE),E 40/16/12,40.6,16.5,12.5,For general purpose,Mn-Zn,N72,"4600 +30,-20%","1.12 (200mT, 25kHz, 100°C)",0.0,2000,370 (100°C),,210,N72,E(EE),4600,4.6e-06,370,0.37,0.0,0.0,2000,,0.077,0.000149,1.15e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_28_17_11.pdf,B66433G0000X172 (N72),Production,EPCOS,E(ER),ER 28/17/11,28.55,16.9,11.4,For general purpose,Mn-Zn,N72,"2700 +30,-20%","0.8 (200mT, 25kHz, 100°C)",0.0,2000,370 (100°C),,210,N72,E(ER),2700,2.7e-06,370,0.37,0.0,0.0,2000,,0.075,8.54e-05,6.4000000000000006e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/r_41_8_26_2_12_5.pdf,B64290L0022X087 (N87),Production,EPCOS,Toroid(Toroid),R 41.8/26.2/12.5,41.8,26.2,12.5,For general purpose,Mn-Zn,N87,2560 ±25%,"6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,Toroid(Toroid),2560,2.56e-06,390,0.39,0.0,0.0,2200,,,,
