Catalog / Data Sheet,Part No.,Status,Brand,Core Shape,Size (IEC62317) A x B x C,Dimm. A,Dimm. B,Dimm. C,Feature,Ferrite Material,Material Name,AL Value / (nH / N²),Core Loss / (W / set),Air Gap / mm,Initial Permeability μi,Saturation Magnetic Flux Density Bs / mT,Relative Loss Factor (Max.) (tanδ / μi) 10⁻⁶,Curie Temperature Tc(Min.) / °C,material_name,core_shape,A_L_clean,A_L_H_per_turn2,B_s_clean,B_s_T,gap_clean,gap_m,mu_i,Sigma_l_over_A_mm_inv,le_m,Ae_m2,Ve_m3
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_54_28_19.pdf,B66395G2000X187 (N87),Production,EPCOS,E(ETD),ETD 54/28/19,54.5,27.8,19.3,For general purpose,Mn-Zn,N87,229 Nom.,,2.0,2200,390 (100°C),,210,N87,E(ETD),229,2.2900000000000003e-07,390,0.39,2.0,0.002,2200,,0.127,0.00028,3.5600000000000005e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G0000X187 (N87),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,"5300 +30,-20%","5.2 (100mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(ETD),5300,5.3e-06,390,0.39,0.0,0.0,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G0200X187 (N87),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,1588 Nom.,,0.2,2200,390 (100°C),,210,N87,E(ETD),1588,1.588e-06,390,0.39,0.2,0.0002,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G1000X187 (N87),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,508 Nom.,,1.0,2200,390 (100°C),,210,N87,E(ETD),508,5.08e-07,390,0.39,1.0,0.001,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G1500X187 (N87),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,381 Nom.,,1.5,2200,390 (100°C),,210,N87,E(ETD),381,3.8100000000000004e-07,390,0.39,1.5,0.0015,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/etd_59_31_22.pdf,B66397G2000X187 (N87),Production,EPCOS,E(ETD),ETD 59/31/22,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,311 Nom.,,2.0,2200,390 (100°C),,210,N87,E(ETD),311,3.11e-07,390,0.39,2.0,0.002,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/etd_59_31_22_dg.pdf,B66397Q0100K187 (N87),Production,EPCOS,ETD DG,ETD 59/31/22DG,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,100 ±10%,,,2200,390 (100°C),,210,N87,ETD DG,100,1.0000000000000001e-07,390,0.39,,,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/etd_59_31_22_dg.pdf,B66397Q0250K187 (N87),Production,EPCOS,ETD DG,ETD 59/31/22DG,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,250 ±10%,,,2200,390 (100°C),,210,N87,ETD DG,250,2.5000000000000004e-07,390,0.39,,,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/etd_59_31_22_dg.pdf,B66397Q0400K187 (N87),Production,EPCOS,ETD DG,ETD 59/31/22DG,59.8,31.2,22.1,For general purpose,Mn-Zn,N87,400 ±10%,,,2200,390 (100°C),,210,N87,ETD DG,400,4.0000000000000003e-07,390,0.39,,,2200,,0.139,0.000368,5.1200000000000004e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_25_13_13.pdf,B66408G0000X187 (N87),Production,EPCOS,E(EV),EV 25/13/13,25.0,12.8,12.7,For general purpose,Mn-Zn,N87,"2500 +30,-20%","2.2 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EV),2500,2.5e-06,390,0.39,0.0,0.0,2200,,0.059000000000000004,7.4e-05,4.3700000000000005e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/efd_10_5_3.pdf,B66411G0000X187 (N87),Production,EPCOS,E(EFD),EFD 10/5/3,10.5,5.2,2.7,For general purpose,Mn-Zn,N87,"450 +30,-20%","0.09 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EFD),450,4.5000000000000003e-07,390,0.39,0.0,0.0,2200,,0.023100000000000002,7.2e-06,1.66e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413G0000X187 (N87),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For general purpose,Mn-Zn,N87,"780 +30,-20%","0.28 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EFD),780,7.8e-07,390,0.39,0.0,0.0,2200,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0050J187 (N87),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For general purpose,Mn-Zn,N87,50 ±5%,(100°C),0.46,2200,390 (100°C),,210,N87,E(EFD),50,5.0000000000000004e-08,390,0.39,0.46,0.00046,2200,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0100K187 (N87),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For general purpose,Mn-Zn,N87,100 ±10%,(100°C),0.17,2200,390 (100°C),,210,N87,E(EFD),100,1.0000000000000001e-07,390,0.39,0.17,0.00017,2200,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0125K187 (N87),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For general purpose,Mn-Zn,N87,125 ±10%,(100°C),0.12,2200,390 (100°C),,210,N87,E(EFD),125,1.2500000000000002e-07,390,0.39,0.12,0.00012,2200,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_15_8_5.pdf,B66413U0160L187 (N87),Production,EPCOS,E(EFD),EFD 15/8/5,15.0,7.5,4.65,For general purpose,Mn-Zn,N87,160 ±15%,(100°C),0.08,2200,390 (100°C),,210,N87,E(EFD),160,1.6e-07,390,0.39,0.08,8e-05,2200,,0.034,1.4999999999999999e-05,5.1e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417G0000X187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,"1200 +30,-20%","1.05 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EFD),1200,1.2000000000000002e-06,390,0.39,0.0,0.0,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0100K187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,100 ±10%,,0.49,2200,390 (100°C),,210,N87,E(EFD),100,1.0000000000000001e-07,390,0.39,0.49,0.00049,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0160K187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,160 ±10%,,0.25,2200,390 (100°C),,210,N87,E(EFD),160,1.6e-07,390,0.39,0.25,0.00025,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0250K187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,250 ±10%,,0.13,2200,390 (100°C),,210,N87,E(EFD),250,2.5000000000000004e-07,390,0.39,0.13,0.00013000000000000002,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0330K187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,330 ±10%,,0.09,2200,390 (100°C),,210,N87,E(EFD),330,3.3e-07,390,0.39,0.09,8.999999999999999e-05,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0400H187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,400 ±12%,,0.07,2200,390 (100°C),,210,N87,E(EFD),400,4.0000000000000003e-07,390,0.39,0.07,7.000000000000001e-05,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_20_10_7.pdf,B66417U0450L187 (N87),Production,EPCOS,E(EFD),EFD 20/10/7,20.0,10.0,6.65,For general purpose,Mn-Zn,N87,450 ±15%,,0.06,2200,390 (100°C),,210,N87,E(EFD),450,4.5000000000000003e-07,390,0.39,0.06,6e-05,2200,,0.047,3.1e-05,1.46e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421G0000X187 (N87),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,For general purpose,Mn-Zn,N87,"2000 +30,-20%","1.8 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EFD),2000,2.0000000000000003e-06,390,0.39,0.0,0.0,2200,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421U0160K187 (N87),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,For general purpose,Mn-Zn,N87,160 ±10%,,0.55,2200,390 (100°C),,210,N87,E(EFD),160,1.6e-07,390,0.39,0.55,0.00055,2200,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421U0250K187 (N87),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,For general purpose,Mn-Zn,N87,250 ±10%,,0.3,2200,390 (100°C),,210,N87,E(EFD),250,2.5000000000000004e-07,390,0.39,0.3,0.0003,2200,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_25_13_9.pdf,B66421U0315K187 (N87),Production,EPCOS,E(EFD),EFD 25/13/9,25.0,12.5,9.1,For general purpose,Mn-Zn,N87,315 ±10%,,0.22,2200,390 (100°C),,210,N87,E(EFD),315,3.15e-07,390,0.39,0.22,0.00022,2200,,0.057,5.8e-05,3.31e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423G0000X187 (N87),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,For general purpose,Mn-Zn,N87,"2050 +30,-20%","2.6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EFD),2050,2.0500000000000003e-06,390,0.39,0.0,0.0,2200,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423U0160K187 (N87),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,For general purpose,Mn-Zn,N87,160 ±10%,,0.71,2200,390 (100°C),,210,N87,E(EFD),160,1.6e-07,390,0.39,0.71,0.00071,2200,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423U0250K187 (N87),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,For general purpose,Mn-Zn,N87,250 ±10%,,0.38,2200,390 (100°C),,210,N87,E(EFD),250,2.5000000000000004e-07,390,0.39,0.38,0.00038,2200,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-acc/data_sheet/80/db/fer/efd_30_15_9.pdf,B66423U0315K187 (N87),Production,EPCOS,E(EFD),EFD 30/15/9,30.0,15.0,9.1,For general purpose,Mn-Zn,N87,315 ±10%,,0.27,2200,390 (100°C),,210,N87,E(EFD),315,3.15e-07,390,0.39,0.27,0.00027,2200,,0.068,6.9e-05,4.69e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_30_16_13.pdf,B66432G0000X187 (N87),Production,EPCOS,E(EV),EV 30/16/13,29.7,16.4,12.5,For general purpose,Mn-Zn,N87,"2800 +30,-20%","3.7 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EV),2800,2.8000000000000003e-06,390,0.39,0.0,0.0,2200,,0.0748,9.9e-05,7.41e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_15_9_7.pdf,B66434G0000X187 (N87),Production,EPCOS,E(EV),EV 15/9/7,14.8,9.0,7.0,For general purpose,Mn-Zn,N87,1250 ±25%,"0.6 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EV),1250,1.25e-06,390,0.39,0.0,0.0,2200,,0.038700000000000005,2.77e-05,1.0700000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_18_3_10.pdf,B66480G0000X187 (N87),Production,EPCOS,E(ER),ER 18/3/10,18.0,3.15,9.7,For general purpose,Mn-Zn,N87,2300 ±25%,"0.35 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(ER),2300,2.3e-06,390,0.39,0.0,0.0,2200,,0.0221,3.02e-05,6.67e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_23_5_13.pdf,B66482G0000X187 (N87),Production,EPCOS,E(ER),ER 23/5/13,23.2,5.1,12.5,For general purpose,Mn-Zn,N87,3000 ±25%,"0.86 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(ER),3000,3e-06,390,0.39,0.0,0.0,2200,,0.032600000000000004,5.0299999999999996e-05,1.6400000000000002e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_25_6_15.pdf,B66484G0000X187 (N87),Production,EPCOS,E(ER),ER 25/6/15,25.0,5.5,14.8,For general purpose,Mn-Zn,N87,4100 ±25%,"1.27 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(ER),4100,4.1000000000000006e-06,390,0.39,0.0,0.0,2200,,0.034,6.890000000000001e-05,2.3430000000000003e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_22_15_6.pdf,B66486G0000X187 (N87),Production,EPCOS,E(EE),E/22/15/6,22.0,14.7,5.75,For general purpose,Mn-Zn,N87,1200 ±25%,"1.2 (200mT, 100kHz, 100°C)",,2200,390 (100°C),,210,N87,E(EE),1200,1.2000000000000002e-06,390,0.39,,,2200,,0.0632,3.5499999999999996e-05,2.25e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_28_10_11.pdf,B66489G0000X187 (N87),Production,EPCOS,E(EE),E 28/10/11,28.0,10.6,11.0,For general purpose,Mn-Zn,N87,"3200 +30,-20%","2.4 (200mT, 100kHz, 100°C)",,2200,390 (100°C),,210,N87,E(EE),3200,3.2000000000000003e-06,390,0.39,,,2200,,0.0516,8.17e-05,4.22e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_12_7_6_6.pdf,B66492G0000X187 (N87),Production,EPCOS,E(EE),E 12.7/6/6,12.7,5.7,6.35,For general purpose,Mn-Zn,N87,1400 ±25%,,0.0,2200,390 (100°C),,210,N87,E(EE),1400,1.4000000000000001e-06,390,0.39,0.0,0.0,2200,,0.028300000000000002,1.99e-05,5.64e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_16_7_5.pdf,B66500G0000X187 (N87),Production,EPCOS,E(EE),E 16/7/5,16.0,7.2,4.8,For general purpose,Mn-Zn,N87,"1000 +30,-20%","0.4 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EE),1000,1.0000000000000002e-06,390,0.39,0.0,0.0,2200,,0.0351,1.92e-05,6.800000000000001e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/er_32_5_21.pdf,B66501G0000X187 (N87),Production,EPCOS,E(ER),ER 32/5/21,29.7,5.1,21.0,For general purpose,Mn-Zn,N87,4900 ±25%,"2.4 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(ER),4900,4.9000000000000005e-06,390,0.39,0.0,0.0,2200,,0.0383,0.00010049999999999999,3.847000000000001e-06
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_12_6_6_5_6_3.pdf,B66524G0000X187 (N87),Production,EPCOS,E(EE),E 12.6/6.5/6.3,12.6,6.5,6.3,For general purpose,Mn-Zn,N87,"1380 +30,-20%","0.4 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EE),1380,1.3800000000000001e-06,390,0.39,0.0,0.0,2200,,0.0296,2.24e-05,6.63e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_13_6_6_15.pdf,B66536G0000X187 (N87),Production,EPCOS,E(EE),E 13/6/6.15,13.0,6.0,6.15,For general purpose,Mn-Zn,N87,"900 +30,-20%","0.38 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EE),900,9.000000000000001e-07,390,0.39,0.0,0.0,2200,,0.0302,1.7100000000000002e-05,5.16e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_13_6_5_3_7.pdf,B66543G0000X187 (N87),Production,EPCOS,E(EE),E 13/6.5/3.7,13.0,6.5,3.7,For general purpose,Mn-Zn,N87,"850 +30,-20%","0.22 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EE),850,8.5e-07,390,0.39,0.0,0.0,2200,,0.03,1.2699999999999999e-05,3.82e-07
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/ev_36_19_16.pdf,B66567G000X187 (N87),Production,EPCOS,E(EV),EV 36/19/16,36.3,19.5,16.2,For general purpose,Mn-Zn,N87,"3500 +30,-20%","6.8 (200mT, 100kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(EV),3500,3.5000000000000004e-06,390,0.39,0.0,0.0,2200,,0.0874,0.000154,1.344e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_120_71_40.pdf,B66614G0000X187 (N87),Production,EPCOS,E(Large),E 120/71/40,120.0,70.5,40.0,For general purpose,Mn-Zn,N87,"14400 +30,-20%","12 (100mT, 25kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(Large),14400,1.4400000000000001e-05,390,0.39,0.0,0.0,2200,,0.295,0.001782,0.00052569
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28.pdf,B66894G0000X187 (N87),Production,EPCOS,E(Large),E 100/60/28,100.3,59.4,27.5,For general purpose,Mn-Zn,N87,"6500 +30,-20%","4.7 (100mT, 25kHz, 100°C)",0.0,2200,390 (100°C),,210,N87,E(Large),6500,6.5000000000000004e-06,390,0.39,0.0,0.0,2200,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28_dg.pdf,B66894Y0080K187 (N87),Production,EPCOS,E DG,E 100/60/28DG,100.3,59.4,27.5,Low Loss,Mn-Zn,N87,80 ±10%,,,2200,390 (100°C),,210,N87,E DG,80,8e-08,390,0.39,,,2200,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28_dg.pdf,B66894Y0100K187 (N87),Production,EPCOS,E DG,E 100/60/28DG,100.3,59.4,27.5,Low Loss,Mn-Zn,N87,100 ±10%,,,2200,390 (100°C),,210,N87,E DG,100,1.0000000000000001e-07,390,0.39,,,2200,,0.274,0.000735,0.00020139000000000002
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_140_68_40.pdf,B66029G0000X188 (N88),Production,EPCOS,E(Large),E 140/68/40,140.0,68.0,40.0,Low Loss,Mn-Zn,N88,"10700 +30,-20%","13.8 (100mT, 25kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),10700,1.0700000000000001e-05,390,0.39,0.0,0.0,1600,,0.315,0.0015849999999999998,0.0005000450000000001
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_130_64_40.pdf,B66036G0000X188 (N88),Production,EPCOS,E(Large),E 130/64/40,130.0,64.0,40.0,Low Loss,Mn-Zn,N88,"11000 +30,-20%","10 (100mT, 25kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),11000,1.1000000000000001e-05,390,0.39,0.0,0.0,1600,,0.29,0.00158,0.0004582
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_21.pdf,B66335G0000X188 (N88),Production,EPCOS,E(Large),E 55/28/21,55.0,27.8,21.0,Low Loss,Mn-Zn,N88,"5700 +30,-20%","4.5 (100mT, 100kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),5700,5.7000000000000005e-06,390,0.39,0.0,0.0,1600,,0.124,0.000354,4.39e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_55_28_25.pdf,B66344G0000X188 (N88),Production,EPCOS,E(Large),E 55/28/25,55.0,27.5,25.0,Low Loss,Mn-Zn,N88,"6500 +30,-20%","5.5 (100mT, 100kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),6500,6.5000000000000004e-06,390,0.39,0.0,0.0,1600,,0.124,0.00041999999999999996,5.2100000000000006e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_70_33_32.pdf,B66371G0000X188 (N88),Production,EPCOS,E(Large),E 70/33/32,70.5,33.2,32.0,Low Loss,Mn-Zn,N88,"8600 +30,-20%","11.5 (100mT, 100kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),8600,8.6e-06,390,0.39,0.0,0.0,1600,,0.149,0.000683,0.00010200000000000001
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0080K188 (N88),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N88,80 ±10%,,,1600,390 (100°C),,260,N88,E DG,80,8e-08,390,0.39,,,1600,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0100K188 (N88),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N88,100 ±10%,,,1600,390 (100°C),,260,N88,E DG,100,1.0000000000000001e-07,390,0.39,,,1600,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_80_38_20_dg.pdf,B66375Q0150K188 (N88),Production,EPCOS,E DG,E 80/38/20DG,80.0,38.5,20.2,For general purpose,Mn-Zn,N88,150 ±10%,,,1600,390 (100°C),,260,N88,E DG,150,1.5000000000000002e-07,390,0.39,,,1600,,0.184,0.00039,7.180000000000001e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_65_32_27.pdf,B66387G0000X188 (N88),Production,EPCOS,E(Large),E 65/32/27,65.0,32.8,27.4,Low Loss,Mn-Zn,N88,"7000 +30,-20%","8.2 (100mT, 100kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),7000,7.000000000000001e-06,390,0.39,0.0,0.0,1600,,0.147,0.000535,7.865e-05
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_120_71_40.pdf,B66614G0000X188 (N88),Production,EPCOS,E(Large),E 120/71/40,120.0,70.5,40.0,Low Loss,Mn-Zn,N88,"12500 +30,-20%","9.5 (100mT, 25kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),12500,1.25e-05,390,0.39,0.0,0.0,1600,,0.295,0.001782,0.00052569
https://product.tdk.com/system/files/dam/doc/product/ferrite/ferrite/ferrite-core/data_sheet/80/db/fer/e_100_60_28.pdf,B66894G0000X188 (N88),Production,EPCOS,E(Large),E 100/60/28,100.3,59.4,27.5,Low Loss,Mn-Zn,N88,"5700 +30,-20%","3.5 (100mT, 25kHz, 120°C)",0.0,1600,390 (100°C),,260,N88,E(Large),5700,5.7000000000000005e-06,390,0.39,0.0,0.0,1600,,0.274,0.000735,0.00020139000000000002
